y,x1,lnx2,lnx3,ln|x4|,ln|x5|,x6,x7,x2,,x3,x4,x5,x6,x7
5994900,258,21.7088515001634,20.1304058982801,18.2581518258165,-17.6569383723769,0.0387,0.1768,2679380639.68,,552744207.53,84999150.97,-46591951.63,0.0387,0.1768
4549900,18597,24.8653462389132,23.8490172470588,19.5608660554164,21.4466236981028,0.0139,0.04,62933612564.34,,22777003535.78,312734784.49,2061343307.2,0.0139,0.04
28740000,149239,26.6104320901503,26.378242198806,24.0376897042365,24.1095903978235,0.2214,3.9128,360382603000,,285709729000,27506542000,29557117000,0.2214,3.9128
1965800,5547,23.5450103022563,23.1383937423383,20.5034046549841,20.4792391174915,0.0873,0.796,16806142848.31,,11191201681.05,802630209.78,783466700.18,0.0873,0.796
6365200,902,21.2256260323686,20.7719966578313,19.023266127379,19.0876875524688,0.1889,0.371,1652617170.83,,1049937691.4,182683577.11,194839665.96,0.1889,0.371
4021100,2071,22.6331771414455,22.248530710563,19.1891034493432,19.9242703253883,0.0743,0.245,6752489856.5,,4596360862.81,215636235.13,449780536.63,0.0743,0.245
1335700,1603,22.8840152745315,21.3669533698921,19.2487412487044,-18.9772527748126,0.0289,0.1148,8677638570.64,,1903487124.97,228887517,-174468152.33,0.0289,0.1148
2128400,381,20.7197040972355,21.4949735556907,18.4147508042621,-18.8608776907881,0.1743,0.1946,996444595.76,,2163457678.16,99408760.77,-155301304.94,0.1743,0.1946
2820400,4557,24.8950224629663,22.6761155598037,-21.968167670652,21.4368554208914,-0.1214,-0.606,64829232860.32,,7048745959.08,-3472593890.93,2041305560.81,-0.1214,-0.606
2454300,612,26.2455754945272,24.0344553931114,-22.874506974242,23.3937312287413,-0.2069,-1.3898,250212275000,,27417721000,-8595520000,14446691000,-0.2069,-1.3898
3607000,49,20.6963071140332,18.1450105952819,17.4426108702162,18.3389755606567,0.0406,0.0707,973401419.87,,75906326.75,37603619.62,92154360.51,0.0406,0.0707
1024000,554,22.9549281890887,20.6616165151592,-19.029725411654,19.8495491680877,-0.0357,-0.1001,9315338588.6,,940212541.04,-183867401.48,417397335.11,-0.0357,-0.1001
1098100,1074,21.751316561433,18.9465724141644,-18.3394691557708,-16.8891841161328,-0.061,-0.2278,2795611103.77,,169196685.24,-92199858.68,-21621183.64,-0.061,-0.2278
2440600,14020,24.7320691290092,24.262406900525,21.1122694037653,20.6974202374688,0.1144,0.6868,55080915338.19,,34437327009.35,1475509814.2,974485539.07,0.1144,0.6868
1610500,119,19.2604408872228,16.506084918222,-16.7505910899903,-16.5386900532673,-0.0985,-0.1018,231581144.72,,14740139.64,-18823018.93,-15228664.82,-0.0985,-0.1018
3753500,1244,20.9831793447539,19.1500256012574,-19.309979400084,-18.3481780364409,-0.2524,-0.2707,1296817917.19,,207372157.9,-243342238.68,-93006322.85,-0.2524,-0.2707
1616300,1472,21.5661818283572,19.867727762927,-20.0012273071076,18.7075836558374,-0.8468,-0.5229,2323131340.61,,425054418.8,-485761007.65,133229485.72,-0.8468,-0.5229
1296000,82,19.4231032149749,17.7292201417193,16.3916606819801,-18.3730181316024,0.0878,0.0123,272487476.98,,50084400.07,13146428.49,-95345541.69,0.0878,0.0123
4664800,2435,21.3201307701014,21.5148832064775,18.1386674311454,19.0899976795573,0.0689,0.1238,1816415281.28,,2206963015.97,75426364.31,195290290.65,0.0689,0.1238
13364800,8367,23.7481109779744,23.0765830018631,21.4800104896681,21.4937261292602,0.1563,2.2558,20590815791.72,,10520409842.01,2131326706.5,2160760606.42,0.1563,2.2558
1500000,6737,23.2184864215606,21.1976262220522,17.3661852737937,17.5370873456242,0.0069,0.0177,12124407681.43,,1606986016.51,34836814.51,41329510.62,0.0069,0.0177
3490000,977,24.9393554479151,23.1371881769284,21.2986030550524,-23.0961465170103,0.1688,0.5583,67767966376.2,,11177718084.72,1777729908.56,-10728252476.63,0.1688,0.5583
783100,288,20.5293260888496,20.0408596195382,17.1353697010038,18.4230122300252,0.0404,0.0269,823707532.72,,505399427.19,27656454.68,100233420.61,0.0404,0.0269
1890000,272,20.2668841920897,20.3879371850469,16.1696485419478,17.1375523096609,0.025,0.0104,633571991.46,,715103027.76,10529048.74,27716883.82,0.025,0.0104
1324300,14907,23.5022935005423,23.4568570860416,-18.186502944619,21.0622465122744,-0.0159,-0.0757,16103355454.46,,15388050229.67,-79122112.48,1403516222.46,-0.0159,-0.0757
2424000,3195,23.1693232119471,22.1150439355662,-18.8200377604587,19.2589595918572,-0.0363,-0.2567,11542748161.82,,4021995202.84,-149086578.73,231238358.59,-0.0363,-0.2567
9636400,11442,21.9803376953023,21.6111089056481,17.5715022734593,18.935286736352,0.324,0.4447,3515113652.66,,2429882904.4,42776621.02,167297920.54,0.324,0.4447
5926900,1270,21.6170528608426,21.1137356988417,18.2639305793235,17.4619387493544,0.0899,0.1238,2444369029.3,,1477674933.94,85491762.08,38337487.04,0.0899,0.1238
1470700,890,21.4773995228609,20.1300761649921,18.0472258291738,18.774308710306,0.0694,0.14,2125769141.68,,552561979.41,68835202.01,142422522.82,0.0694,0.14
2459000,2234,25.03855138856,23.7064480778838,21.5169846427404,-22.5771691917157,0.144,1.1874,74834989645.27,,19750567812.57,2211605684.51,-6384692667.24,0.144,1.1874
2436900,5950,25.6537827697678,23.8775824250483,20.3808101396823,23.2737726720906,0.0328,0.1014,138451063743.74,,23437014482.48,710024574.72,12813596518.19,0.0328,0.1014
1700000,964,21.7837282910399,21.3298161533926,-19.3378642787993,18.9955725006232,-0.1385,-0.2536,2887706112.04,,1834093431.13,-250223300.41,177693817.48,-0.1385,-0.2536
2760300,3299,23.0062410708568,22.8833063070796,19.9958024294345,20.1485948218884,0.0913,0.676,9805811635.23,,8671488587.66,483132948.5,562890020.69,0.0913,0.676
2969300,2589,23.2438201930701,22.2130296612392,20.5876175742698,19.0875249610114,0.0934,2.39,12435488442.32,,4436047708.57,873149697.82,194807989.27,0.0934,2.39
6856100,12898,23.2124850770943,23.0921981424093,19.9605176363504,19.5896171056609,0.082,0.478,12051862835.52,,10685976832,466382950.29,321856742.57,0.082,0.478
1616700,1122,22.4229645382274,20.6132888709044,18.9611629381125,18.9641302007852,0.0334,0.1177,5472298346.83,,895854770.14,171683451.02,172193637.47,0.0334,0.1177
1815900,136,21.4960932699702,18.7573282496416,-18.1088052587026,16.3923202033274,-0.06,-0.0568,2165881489.35,,140024539.82,-73207267.64,13155101.7,-0.06,-0.0568
3505300,8245,23.4634655683223,23.1103464706518,19.9104202904455,20.938959394589,0.0502,0.1343,15490078642.11,,10881679917.66,443594001.24,1240722110.93,0.0502,0.1343
2285200,48488,23.7251662025555,22.9824155770689,19.5989448811493,21.5311037137748,0.0313,0.1379,20123743078.13,,9574944513.57,324872995.6,2243052983.18,0.0313,0.1379
900900,4040,24.5728318428111,21.5165446924361,-22.2506330125752,18.9726123536084,-0.1782,-0.77,46972672942.69,,2210632901.92,-4606033965.83,173660422.17,-0.1782,-0.77
2519200,3148,23.0533913467682,21.5118659040912,-20.2994755761227,-18.5808908734063,-0.1648,-0.4899,10279231596.61,,2200313977.32,-654561154.63,-117375748.61,-0.1648,-0.4899
5740000,58,22.5297308723777,19.5578002875088,18.6660059708524,19.1600022446287,0.0293,0.1993,6088885350.11,,311777480.41,127803689.76,209451390.6,0.0293,0.1993
2753100,3055,21.7986137155718,20.7123140549124,-19.681476184593,18.7381736954882,-0.3741,-0.4334,2931012359.75,,989107970.4,-352822686.65,137367956.25,-0.3741,-0.4334
1347600,3122,22.9433747147142,21.0936001333207,-20.9719013961684,18.5141860710804,-0.289,-0.7797,9208333394.09,,1448218668,-1282274634.74,109801645.26,-0.289,-0.7797
4497400,255,21.8576496654173,20.532176594406,-18.6060741343308,19.3957150407548,-0.0764,-0.1886,3109257116.83,,826058865.27,-120369186.78,265125813.91,-0.0764,-0.1886
2200700,278,21.3876419264026,20.0592563853677,20.3522057559549,-12.0070879058234,0.3973,1.5581,1943277711.58,,514783192.92,690002484.28,-163912.48,0.3973,1.5581
3071000,994,22.3359979622224,21.2043792564379,16.0472948028519,13.7674944141638,0.0037,0.0122,5016498223.62,,1617874773.03,9316474.13,953118.4,0.0037,0.0122
2460100,603,20.0116455529312,19.9998764275045,16.941366303585,13.5897685586061,0.0834,0.1178,490848239.24,,485105246.04,22779380.11,797923.94,0.0834,0.1178
920400,60,22.3800469530607,19.7502724364441,-19.3991773485289,-20.4521451845661,-0.7874,-0.1253,5242408950.73,,377949987.43,-266045352.02,-762524490.46,-0.7874,-0.1253
1951100,1060,22.319758199317,20.9337401179902,-19.5212330089157,-18.4571947716622,-0.0917,-0.1556,4935689415.76,,1234263308.85,-300582557.78,-103718885.33,-0.0917,-0.1556
2272600,1073,21.4661198187975,20.9665528928163,17.5576459913017,18.5136726782463,0.0402,0.1176,2101925820.46,,1275434692.59,42187983.67,109745288.35,0.0402,0.1176
722700,1206,21.1825720695437,19.1380756132607,16.414249975066,-19.0843147247305,0.0135,0.0118,1582975387.23,,204908810.9,13446776.57,-194183612.33,0.0135,0.0118
2536400,7567,23.2218859248103,22.7226293253559,16.1975998000968,20.1627568906188,0.0026,0.008,12165694782.8,,7384354375.59,10827500.52,570918423.06,0.0026,0.008
2915800,1581,22.2586098797437,21.2166057585301,19.8397736098979,20.2104414065968,0.1575,3.2123,4642922619.29,,1637777142.58,413336921.91,598801913.82,0.1575,3.2123
1565700,1692,22.8845930997632,21.3582866200008,16.7462354949039,18.7856998390032,0.0067,0.0531,8682654178.09,,1887061359.95,18741211.77,144054151.51,0.0067,0.0531
1374700,1602,21.1305258551725,20.4677334104481,-20.9001902473965,19.0281885746628,-2.7494,-1.5586,1502694782.9,,774504021.7,-1193540870.5,183585044.28,-2.7494,-1.5586
1971100,3070,21.8937835213367,21.233920158217,-19.7321239445917,19.1937646593402,-0.2364,-0.3647,3223661045.64,,1666381186.96,-371152632.6,216643707.1,-0.2364,-0.3647
8603300,107,22.502242611297,20.1614322402778,18.5639858022465,19.7349798549987,0.0318,0.1539,5923791940.6,,570162656.45,115408181.02,372214126.31,0.0318,0.1539
2514500,179,22.079621234082,18.4808130045789,-19.5399277554918,-18.1245293358471,-0.2473,-1.0234,3882019069.94,,106197699.5,-306254727.21,-74367482.11,-0.2473,-1.0234
360000,26,21.5960039748505,15.8163177792067,-17.513463164511,-17.57754414297,-0.037,-0.1195,2393455500.59,,7395023.11,-40364577.53,-43035854.12,-0.037,-0.1195
5064000,2407,22.6885551561063,22.2801601406778,20.1574559906198,20.5350401919824,0.1177,0.4763,7136977155.72,,4744064718.26,567900048.71,828427755.59,0.1177,0.4763
1317200,120,18.3947611056738,16.5571237906285,-16.2637436253056,-15.7219769260171,-0.1729,-0.0318,97441339.2,,15511989.37,-11567888.97,-6729267.98,-0.1729,-0.0318
2255900,3565,22.9696163992664,21.410064964224,17.4575788500167,-19.7624550884244,0.0144,0.0489,9453174039.62,,1987344106.08,38170703.3,-382582581.94,0.0144,0.0489
960900,199,22.4844267884797,20.950222411232,19.7520503076998,-17.9717409778398,0.071,0.2647,5819189271.05,,1254775377.24,378622531.52,-63830454.51,0.071,0.2647
4875300,7469,24.643079172057,22.6810882108031,-20.9277747896667,21.8596289265786,-0.1471,-2.2894,50391037662.63,,7083884205.43,-1226922440.09,3115417242.92,-0.1471,-2.2894
1043300,133,19.776097072573,19.6538007657819,14.942582371751,15.7517404311126,0.0145,0.0073,387837529.92,,343192051.65,3086605.1,6932564.99,0.0145,0.0073
2989500,4462,24.0321087594304,21.5349295398201,21.2488302535187,19.7827048500589,0.0719,1.4543,27353457083.87,,2251650950.38,1691413240.68,390408759.72,0.0719,1.4543
8058100,623,22.6124675322248,24.801505667303,17.8091940282524,-19.6453425339663,0.0193,0.0999,6614086516.44,,59041455357.74,54254366.1,-340301495.45,0.0193,0.0999
2703900,2379,26.2014126457571,24.1430532296216,20.834722993795,23.7876417139337,0.0323,0.2263,239402637169.94,,30562916430.35,1117905848.37,21421088420,0.0323,0.2263
1983300,615,22.7311851812693,20.1804994195307,19.3480930753677,-21.3145263889319,0.0398,0.1039,7447804897.34,,581138355.31,252795918.61,-1806263870.44,0.0398,0.1039
2022300,209,19.2774720255496,18.6939944922002,15.7852780830922,-15.8355265529466,0.0435,0.0186,235559012.89,,131431254.34,7169009.68,-7538445.51,0.0435,0.0186
6292200,684,21.3762090799495,22.1090406110669,-12.8448628170021,18.0545481812536,-0.0004,-0.0007,1921187036.16,,3997922191.85,-378837.57,69341087.47,-0.0004,-0.0007
919100,670,20.0448429896137,18.5249808444187,-16.8314117843561,-14.3690633171166,-0.1212,-0.066,507416635.12,,110993349.65,-20407474.41,-1739421.8,-0.1212,-0.066
1023400,1957,22.7675880716258,22.4776132242313,19.643668408073,20.3703679908413,0.0791,0.3147,7723921757.15,,5779674621.75,339732264.52,702648968.04,0.0791,0.3147
2780000,6538,22.5646170788065,22.1357405296927,20.3041943784741,20.5853036624894,0.1172,0.4698,6305052157.97,,4106104187.58,657657198.41,871131642.15,0.1172,0.4698
40215400,22910,26.6664797679653,25.1972380199287,22.9958410931674,23.397959661061,0.132,1.8174,381157978538.14,,87704409982.96,9704359875.43,14507907188.18,0.132,1.8174
3105600,7546,22.9428149526617,23.0177641225108,19.5075236645892,-18.9627776755615,0.06,0.2812,9203180360.86,,9919458028.34,296489886.02,-171960898.66,0.06,0.2812
3375000,1896,21.5109649238122,20.9548063294503,-19.0109267702002,19.2908742246579,-0.3731,-0.1403,2198332430.62,,1260540367.98,-180443229.85,238737271.94,-0.3731,-0.1403
8654000,1988,24.0666293589162,22.1599475651659,-19.9188675602309,18.1170136847008,-0.0654,-0.1813,28314202162.61,,4206713612.38,-447357030.73,73810657.13,-0.0654,-0.1813
3064800,167,21.6861545815083,18.5121958988414,-16.9633309547373,-18.3662502360737,-0.0223,-0.1586,2619251905.01,,109583338.38,-23285256.61,-94702431.73,-0.0223,-0.1586
1450000,1160,22.1252457910887,21.5577385062447,-17.2960886109715,19.7118123191724,-0.0222,-0.0477,4063237030.7,,2303598969.48,-32478490.94,363689965.37,-0.0222,-0.0477
1644000,136,21.1074527188664,20.3665424997225,17.1402164349608,-18.4185820479297,0.1642,0.0958,1468419837.16,,699966125.52,27790823.52,-99790350.47,0.1642,0.0958
12000000,21319,26.5877541821565,25.1320712538068,22.4264391333045,23.7844820944826,0.0927,1.3275,352301853054.58,,82171244467.28,5491345439.03,21353512745.29,0.0927,1.3275
3550000,2433,23.1483988113213,22.5845968029744,21.4395031458239,21.4234663980153,0.2857,2.5156,11303732426.1,,6432292239.1,2046717537.99,2014156628.37,0.2857,2.5156
3082200,895,22.5139931881188,23.1008184569582,-21.8102994163798,-19.2141487790291,-0.8107,-2.2369,5993810486.37,,10778491493.4,-2965464198.14,-221105114.81,-0.8107,-2.2369
780000,931,20.5808125421968,20.3379748533708,16.6320440027301,17.7000511499289,0.0242,0.0194,867228057.45,,680252665.05,16718793.48,48644589.61,0.0242,0.0194
967000,3515,21.6775045064039,20.8985052660888,-18.3537683964237,-17.5831860456688,-0.0812,-0.2035,2596692888.57,,1191531469.82,-93527717.71,-43279344.45,-0.0812,-0.2035
3282100,467,21.0190478867815,18.9847022964667,15.1920012623988,-17.6915864381985,0.0059,0.0111,1344177161.27,,175772709.74,3960976.97,-48234565,0.0059,0.0111
2154200,483,22.1192046551275,20.161938846644,18.77347388409,18.5383047955048,0.0449,1.9258,4038764458.85,,570451577.66,142303674.38,112482115.71,0.0449,1.9258
1994900,4887,23.8697763799181,22.7642339113575,18.6551112098006,21.4110301450184,0.0104,0.0338,23254776294.85,,7698057885.71,126418856.51,1989263178.42,0.0104,0.0338
2057000,903,21.9953292012487,20.6262864987269,18.8070234391101,19.3887526307108,0.0609,0.1294,3568207483.75,,907574758.05,147158889.08,263286310.4,0.0609,0.1294
2740000,1312,23.6834547149614,22.6917300389144,21.3209276167872,21.9810816545089,0.1668,0.8355,19301617062.35,,7159672229.83,1817863262.61,3517729726.83,0.1668,0.8355
741700,444,20.4049821355558,19.3980917918769,17.260063852582,-18.0979063032221,0.1351,0.0969,727396395.77,,265756701.42,31329285.36,-72413717.18,0.1351,0.0969
3217600,1714,21.9365925056827,20.8467960603509,-19.9914964623425,18.4046537353391,-0.4733,-0.7163,3364659161.74,,1131484201.33,-481057066.47,98410074.05,-0.4733,-0.7163
7367900,5810,22.8471212857362,22.5355552126253,16.2602929975017,19.3352728511,0.0042,0.0126,8363319760.32,,6124452567.36,11528041.28,249575704.28,0.0042,0.0126
4124900,18154,25.2478794215919,25.1825963960008,22.0621021669872,22.3354545181347,0.1259,1.0361,92260268155.54,,86429630191.87,3814601983.9,5013772777.95,0.1259,1.0361
2147000,1078,23.0060470162799,20.8702369581288,-21.6520075953363,17.9126757406604,-0.9442,-2.4728,9803908957.22,,1158320511.62,-2531322158.15,60169476.13,-0.9442,-2.4728
6913000,1570,23.8888302826083,20.7486819554116,18.8214942168277,21.9851456427443,0.0278,0.1666,23702118815.95,,1025741861.86,149303875.03,3532054827.86,0.0278,0.1666
3463900,1428,21.5650727987855,20.5706791722796,18.3890664592103,18.7931962216468,0.0628,0.2331,2320556347.39,,858484490.46,96888022.19,145138094.3,0.0628,0.2331
2848600,2170,22.3746360314307,22.0689784611715,13.7875365073403,19.773015269155,0.0004,0.0013,5214119292.33,,3840922700.12,972413.6,386644130.75,0.0004,0.0013
3475800,777,23.49407456754,22.1789562781631,20.736176347093,18.4043931540814,0.1164,0.3338,15971545465.59,,4287442671.04,1012994210.6,98384433.57,0.1164,0.3338
2078700,14172,23.3369976806175,22.9840203614867,20.6549270697509,21.2296730369065,0.104,0.9128,13649895196.25,,9590322571.26,933944030.38,1659318871.78,0.104,0.9128
3001900,884,22.3883156241383,22.0721403651463,19.4647712554794,19.8484827777975,0.0987,0.2203,5285936415.14,,3853086549.2,284081366.11,416952463.89,0.0987,0.2203
1610000,295,21.9247167089226,19.5549365067113,18.392316979184,-19.0422641850673,0.0315,0.2094,3324937483.5,,310885895.31,97203471.05,-186187387.66,0.0315,0.2094
1254900,4106,23.9545879890755,23.2763201220109,20.5727817658877,20.9209226752886,0.0764,0.2013,25313102628.5,,12846280125.87,860291433.43,1218544164.43,0.0764,0.2013
2909000,22583,23.2189396423648,22.2816677827529,18.3051583081013,20.2016082973769,0.011,0.1038,12129903960.65,,4751222464.14,89090058.39,593535922.89,0.011,0.1038
3010000,6096,26.1023914009849,22.0082289087351,-22.3537854154871,-21.8046748411432,-0.2545,-2.0517,216832586290.45,,3614534476.46,-5106527271.36,-2948831541.31,-0.2545,-2.0517
1840000,2750,22.8549278301128,21.5759618926129,18.498678007654,-19.4071520218288,0.0252,0.0939,8428863890.88,,2345963180.84,108111970.04,-268175458.95,0.0252,0.0939
7390300,1369,25.3234569091965,23.2328649627036,20.6134650096688,-23.6539270568907,0.0695,1.2884,99503326150.1,,12299998319.56,896012578.79,-18740017674.34,0.0695,1.2884
2450000,5868,22.7374736768853,22.7875522099373,20.5208192030298,20.7810876003519,0.186,0.693,7494787957.34,,7879672743.47,816730067.12,1059526132.55,0.186,0.693
2002300,5829,22.3986300208751,22.6414574024944,19.2700699251031,18.2440452058715,0.0816,0.1658,5340739806.55,,6808634360.03,233821818.79,83808517.9,0.0816,0.1658
1684200,266,20.6351855079111,19.820213840839,17.6211999290748,-17.7269059937118,0.125,0.1704,915687317.49,,405330702.33,44956230.96,-49968631.36,0.125,0.1704
2200300,2341,21.8319409832188,22.1313940825992,17.7808487968328,18.4607660810952,0.031,0.0793,3030340975.24,,4088295952.28,52738104.45,104089959.78,0.031,0.0793
1689400,1990,22.328108429338,20.8292483159499,-19.7034462030134,18.2063127289874,-0.1564,-0.3732,4977076111.43,,1111802396.45,-360659985.13,80705132.34,-0.1564,-0.3732
6996600,12307,26.8489633442183,23.7258897826051,23.1001133897922,23.7105414029208,0.1053,1.4133,457463686260.8,,20138309486.49,10770894611.42,19831578995.73,0.1053,1.4133
1708800,6926,22.1562167333438,21.333933385289,-20.4496622363679,-18.8108540933456,-0.2496,-0.7499,4191048311.84,,1841660385.87,-760633530.2,-147723684.98,-0.2496,-0.7499
1761900,2571,21.7609060609862,21.5776008043928,17.4144827070246,-19.2847037911275,0.0254,0.0692,2822548567.17,,2349811159.92,36560636.24,-237268695.01,0.0254,0.0692
6379900,11239,24.394014947922,22.9197022658508,21.0717691785324,21.4436418931242,0.0684,0.217,39281320909.99,,8992909458.68,1416945277.76,2055205938.23,0.0684,0.217
1101600,707,20.8543047320858,20.4479173666438,17.4376158526961,16.4178891453931,0.041,0.0607,1140012121.38,,759307481.01,37416257.21,13495800.83,0.041,0.0607
6476500,652,22.9403054992071,21.811680879445,-21.4842453665055,-18.4367639624231,-0.6155,-1.0717,9180114361.74,,2969563708.41,-2140371751.41,-101621324.96,-0.6155,-1.0717
1695000,3910,22.096012181207,21.6792499568224,18.1210942280872,18.7573534631185,0.0308,0.0654,3946173377.87,,2601229245.1,74112460.06,140028070.37,0.0308,0.0654
937100,4270,22.215561159871,21.2023338851125,-20.3751851162193,19.5458214300855,-0.5461,-0.8793,4447291783.45,,1614569000.28,-706041881.7,308065022.32,-0.5461,-0.8793
2943300,1703,22.1904517348409,21.3254876206921,20.0131928284956,20.6721336161016,0.1721,1.513,4337013154.32,,1826171654.94,491608304.59,950153032.19,0.1721,1.513
3474800,80,22.2359937942711,19.8694324208552,-20.461417002617,16.7322823767061,-0.4518,-1.075,4539096381.47,,425779609.11,-769627356.15,18481529.33,-0.4518,-1.075
2360200,425,21.3196590651513,19.6644940468538,17.7530183037277,-18.4166243078286,0.08,0.2684,1815558671.25,,346881592.21,51290612.63,-99595178.01,0.08,0.2684
1053700,2009,21.4777989840193,20.8239937330322,17.9435602831513,17.6152386594533,0.9892,0.0564,2126618473.51,,1105975660.51,62056777.07,44689031.96,0.9892,0.0564
1672000,157,22.2420601961072,19.0534363140029,-17.9135226399398,19.1054539601868,-0.0197,-0.073,4566716055.41,,188279160.18,-60220455.2,198332199.93,-0.0197,-0.073
19139800,6658,23.050557139335,22.8642500237738,19.6850968971764,21.6178863145663,0.0822,0.333,10250139368.19,,8507806781.17,354102471.66,2446407146.99,0.0822,0.333
7170000,1132,22.5794768662138,20.6854268262569,19.4273288415804,20.5339635177524,0.046,0.2894,6399443473.17,,962867939.86,273641343.5,827536288.77,0.046,0.2894
2331700,1758,22.0287547712475,21.277312806016,18.1420501833554,18.8475939818987,0.0311,0.0531,3689492572.25,,1740281651.96,75681945.05,153251969.14,0.0311,0.0531
2510000,4327,22.2978806836418,21.9864009969202,19.2389704097529,19.0159629800741,0.0718,0.3321,4828881400.27,,3536491591.91,226661984.3,181354272,0.0718,0.3321
2183200,630,20.7226417368064,21.0988343560745,17.1228910832594,18.3239156164348,0.0315,0.0913,999376094.57,,1455818840.25,27313484.7,90776919.11,0.0315,0.0913
1427100,3472,22.5565706947965,21.8416395501272,17.2991775768457,19.3500175395739,0.0134,0.0605,6254522848.84,,3059873922.08,32578971,253282883.73,0.0134,0.0605
